%iy id it imin Q* QH QE Qs Qf Wind RH Td press rain Kdn snow ldown fcld wuh xsmd lai_hr Kdiff Kdir Wd
1997 162 7 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.5 80 17.6 -999.0 -999.0 189 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 189 0 30
1997 162 8 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.5 76 18.8 -999.0 -999.0 335 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 335 0 30
1997 162 9 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.9 72 19.8 -999.0 -999.0 522 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 0 30
1997 162 10 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.4 66 21.7 -999.0 -999.0 686 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 0 50
1997 162 11 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 61 23.1 -999.0 -999.0 810 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 0 50
1997 162 12 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 58 24.1 -999.0 -999.0 890 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 0 70
1997 162 13 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 58 24.7 -999.0 -999.0 909 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 33 20
1997 162 14 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 57 25.8 -999.0 -999.0 861 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 173 10
1997 162 15 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 54 25.7 -999.0 -999.0 730 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 54 917 330
1997 162 16 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 53 26.8 -999.0 -999.0 539 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 22 854 320
1997 162 17 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 53 26.9 -999.0 -999.0 347 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 7 750 320
1997 162 18 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 54 26.9 -999.0 -999.0 200 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 41 551 330
1997 162 19 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.4 58 26.3 -999.0 -999.0 88 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 81 59 40
1997 162 20 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.2 66 24.0 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 20
